,smiles,logP,qed,SAS
287,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0,0,0
288,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0,0,0
289,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,0,0,0
290,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,0,0,0
291,COc1cc2nc(N3CCNCC3)[nH]c(=N)c2cc1OC,0,0,0
292,COc1cc(O)cc(CCc2cccc(O)c2)c1,0,0,0
293,O=C(O)C(=O)O,0,0,0
294,NC(=NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1,0,0,0
295,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0
296,Nc1cc(-c2ccncc2)c[nH]c1=O,0,0,0
297,CNC(C)C(O)c1ccccc1,0,0,0
298,Cn1cnc(N)c2ncnc1-2,0,0,0
299,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0,0,0
300,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC(O)C1)CC3,0,0,0
301,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,0,0,0
302,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0,0,0
303,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1,0,0,0
304,CCCCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,0,0,0
305,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,0,0,0
306,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,0,0,0
307,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0,0,0
308,CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0,0,0
309,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,0,0,0
310,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,0,0,0
311,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,0,0,0
312,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0,0,0
313,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@H]1O,0,0,0
314,O=S(=O)(O)Oc1ccccc1,0,0,0
315,COP(=S)(OC)Oc1ccc(SC)c(C)c1,0,0,0
316,O=S(=O)(O)CCN1CCN(CCO)CC1,0,0,0
317,CC(O)CCCCCC(=O)O,0,0,0
318,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0,0,0
319,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,0,0,0
320,CC1CCC2C(C)C3C(CC4C5CCC6CC(O)CCC6(C)C5CCC43C)N2C1,0,0,0
321,O=C(O)c1ccccn1,0,0,0
322,c1cc(-c2ccncc2)ccn1,0,0,0
323,CCCCCC/C=C\CCCCCCCC(=O)NCCO,0,0,0
324,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0,0,0
325,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0,0,0
326,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0,0,0
327,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,0,0,0
328,N[C@@H](CCO)C(=O)O,0,0,0
329,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O,0,0,0
330,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0,0,0
331,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,0,0,0
332,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0,0,0
333,N[C@@H](Cc1c[nH]cn1)C(=O)O,0,0,0
334,CS(C)=O,0,0,0
335,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,0,0,0
336,CCc1cccc(CC)c1N(COC)C(=O)CCl,0,0,0
337,CCN(CC)c1cc(C)nc2ncnn12,0,0,0
338,CC(CN)C(=O)O,0,0,0
339,Cn1sc(Cl)cc1=O,0,0,0
340,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,0,0,0
341,O=C(NC(O)C(=O)O)c1ccccc1,0,0,0
342,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,0,0,0
343,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,0,0,0
344,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0,0,0
345,COc1ccc2[nH]c(=O)oc2c1,0,0,0
346,CC1OC(OC2C(COC3OC(CO)C(O)C(O)C3O)OC(OC3CCC4(C)C(CCC5(C)C4C=CC4=C6CC(C)(C)CCC6(CO)C(O)CC45C)C3(C)C)C(O)C2O)C(O)C(O)C1O,0,0,0
347,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0,0,0
348,Brc1c(NC2=NCCN2)ccc2nccnc12,0,0,0
349,Cn1cncc1C[C@H](NC(=O)CCN)C(=O)O,0,0,0
350,COc1c2ccoc2c(OC)c2oc(=O)ccc12,0,0,0
351,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,0,0,0
352,CC(=O)NCCc1cnc[nH]1,0,0,0
353,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,0,0,0
354,NCCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,0,0,0
355,N=C(N)NC(=N)N1CCOCC1,0,0,0
356,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,0,0,0
357,Nc1cc(Cl)cc(Cl)c1,0,0,0
358,Cc1ncc(COP(=O)(O)O)c(CN)c1O,0,0,0
359,N[C@H](CCC(=O)O)C(=O)O,0,0,0
360,CC(C)C[C@H](CN)CC(=O)O,0,0,0
361,NCc1ccccc1,0,0,0
362,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,0,0,0
363,Cc1ccc(=O)n(-c2ccccc2)c1,0,0,0
364,O=C(CCc1ccccc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0,0,0
365,CCc1ncc(C)nc1CC,0,0,0
366,CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,0,0,0
367,O=P(OCCCl)(OCCCl)OCCCl,0,0,0
368,Nc1ccc(-c2ccc(N)cc2)cc1,0,0,0
369,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,0,0,0
370,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,0,0,0
371,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,0,0,0
372,CCC(O)CC(=O)O,0,0,0
373,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0,0,0
374,O=C(O)[C@@H](O)Cc1c[nH]c2ccccc12,0,0,0
375,COc1c2ccccc2nc2occc12,0,0,0
376,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,0,0,0
377,O=Cc1ccc(O)c(O)c1,0,0,0
378,O=Cc1c[nH]c2ccccc12,0,0,0
379,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0,0,0
380,O=CCc1c[nH]c2ccccc12,0,0,0
381,O=C(O)c1cc(=O)cc(C(=O)O)o1,0,0,0
382,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,0,0,0
383,Oc1nc(Cl)c(Cl)cc1Cl,0,0,0
384,CCN,0,0,0
385,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0,0,0
386,O=C(O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CCCN1,0,0,0
387,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0,0,0
388,COc1ccc(CC(=O)O)cc1,0,0,0
389,CN=C(O)Oc1cccc2c1OC(C)(C)C2,0,0,0
390,Cc1ncc(CO)c(C(=O)O)c1O,0,0,0
391,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1O,0,0,0
392,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,0,0,0
393,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,0,0,0
394,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0,0,0
395,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0,0,0
396,Nc1ccc(/N=N/c2ccccc2)c(N)n1,0,0,0
397,CNC(=O)Oc1cc(C)c(SC)c(C)c1,0,0,0
398,CCC1C(=O)OCC1Cc1cncn1C,0,0,0
399,COc1ccccc1OCC(O)COC(N)=O,0,0,0
400,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,0,0,0
401,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0,0,0
402,O=C(O)CP(=O)(O)O,0,0,0
403,O=C(O)C(CO)OP(=O)(O)O,0,0,0
404,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,0,0,0
405,COc1cc(OC)c2c(=O)cc(-c3cc(OC)c(OC)c(OC)c3)oc2c1,0,0,0
406,CCOC(=O)n1ccn(C)c1=S,0,0,0
407,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0,0,0
408,C=CCc1cc(OC)c2c(c1)OCO2,0,0,0
409,O=C1c2cccc(O)c2C(=O)c2c(O)cc(COC3OC(CO)C(O)C(O)C3O)cc21,0,0,0
410,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(O)C1O,0,0,0
411,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0,0,0
412,Oc1nc2ccc(Cl)cc2o1,0,0,0
413,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,0
414,Nc1ccccc1-c1ccccc1,0,0,0
415,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,0,0,0
416,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,0,0,0
417,O=C(O)C1CCC(O)CC1,0,0,0
418,Oc1cccc2ccccc12,0,0,0
419,Cn1c(=O)[nH]c(=O)c2[nH]c(=O)[nH]c21,0,0,0
420,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,0,0,0
421,C[C@H](O)C(=O)C1=Nc2c([nH]c(N)nc2=O)NC1,0,0,0
422,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0
423,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0,0,0
424,N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,0,0,0
425,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,0,0,0
426,N=c1nc[nH][nH]1,0,0,0
427,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)CCC1,0,0,0
428,NCCCCCN,0,0,0
429,COc1ccc(CC(=O)O)cc1OC,0,0,0
430,CC(C)c1cccc(O)c(=O)c1,0,0,0
431,CC(C)(O)C1Cc2c(ccc3ccc(=O)oc23)O1,0,0,0
432,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0,0,0
433,CCCCC[C@H](O)/C=C/[C@H]1C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O,0,0,0
434,CC(=O)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,0,0,0
435,O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0,0,0
436,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0,0,0
437,COCC(O)=Nc1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(O)=NCC(O)CO)c1I,0,0,0
438,O=CC(=O)O,0,0,0
439,NCc1[nH]cc(CCC(=O)O)c1CC(=O)O,0,0,0
440,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0
441,NCCCNCCSP(=O)(O)O,0,0,0
442,CCC/C=C\C/C=C\CCCCCCCc1cc(O)cc(O)c1,0,0,0
443,C=C(C)c1cc2c(ccc3ccc(=O)oc32)o1,0,0,0
444,CC(N)Cc1ccccc1,0,0,0
445,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,0,0,0
446,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,0,0,0
447,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,0,0,0
448,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,0,0
449,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0,0,0
450,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,0,0,0
451,O=C(O)C(O)C(O)(Cc1ccc(O)cc1)C(=O)O,0,0,0
452,O=C(O)c1cccc(Cl)c1,0,0,0
453,O=C(O)C=C(CC(=O)O)C(=O)O,0,0,0
454,N=C(O)c1ccccc1C(=O)O,0,0,0
455,COc1ccc(C(=O)OC(C)C(O)c2ccc(OC)cc2)cc1,0,0,0
456,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0
457,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0
458,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0,0,0
459,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0,0,0
460,COc1c(CC=C(C)C)c(O)cc2oc(=O)c(-c3ccc(O)cc3O)cc12,0,0,0
461,O=C(c1ccccc1)C(O)c1ccccc1,0,0,0
462,O=NN1CCCC1,0,0,0
463,N=C(N)N,0,0,0
464,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0,0,0
465,CC(=O)N[C@@H](CCCNC(N)=O)C(=O)O,0,0,0
466,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,0,0,0
467,COc1ccc2oc3ccccc3c(=O)c2c1,0,0,0
468,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(CO)[C@H]2O)ccc1O,0,0,0
469,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1,0,0,0
470,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0,0,0
471,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,0,0,0
472,CNC(=O)/C=C(\C)OP(=O)(OC)OC,0,0,0
473,COC(=O)c1ccccc1,0,0,0
474,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,0,0,0
475,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,0,0,0
476,CC(C)C(N)C(=O)O,0,0,0
477,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0,0,0
478,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0,0,0
479,O=P(O)(O)OC[C@H]1O[C@@](CO)(OP(=O)(O)O)[C@@H](O)[C@@H]1O,0,0,0
480,C[C@H](O)[C@H](O)c1c[nH]c2nc(N)nc(=O)c-2n1,0,0,0
481,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O,0,0,0
482,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,0,0,0
483,Cn1cnc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=N,0,0,0
484,CC(C)(O)CC(=O)O,0,0,0
485,Cl,0,0,0
486,CC(CCC1C(CO)=CC(=O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,0,0,0
487,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,0
488,O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O,0,0,0
489,O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,0
490,CC(O)C(O)C1=Nc2c(nc(N)[nH]c2=O)NC1,0,0,0
491,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0
492,O=C(O)C1CSCN1,0,0,0
493,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0,0,0
494,CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,0,0,0
495,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0,0,0
496,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,0,0,0
497,Cc1cc(N=Nc2ccccc2C)ccc1N,0,0,0
498,NC(CCOC(=O)CCC(=O)O)C(=O)O,0,0,0
499,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,0,0,0
500,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0,0,0
501,NC(CP(=O)(O)O)C(=O)O,0,0,0
502,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,0,0,0
503,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,0,0,0
504,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0,0,0
505,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,0,0,0
506,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0
507,CC1CCC2(NC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,0,0,0
508,CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,0,0,0
509,CN(C)C1CSSSC1,0,0,0
510,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0,0,0
511,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,0
512,CCC(=O)C(C)C(=O)O,0,0,0
513,CCCCCCCCCCCCCCCCCCCC(O)=NCCO,0,0,0
514,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCC,0,0,0
515,COc1ccc(C=Cc2cc(OC)cc(OC)c2)cc1,0,0,0
516,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0,0,0
517,CC(C)NCC(O)COc1ccc(CCO)cc1,0,0,0
518,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,0,0,0
519,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(O)CC12C,0,0,0
520,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,0,0,0
521,COc1cc(/C=C/C(=O)O)cc(OC)c1OS(=O)(=O)O,0,0,0
522,COc1cc(CC2COC(c3ccc(O)c(OC)c3)C2CO)ccc1O,0,0,0
523,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0
524,CCOc1ccc(NC(N)=O)cc1,0,0,0
525,C=C(C)C1CC=C(C=O)CC1,0,0,0
526,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0,0,0
527,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0,0,0
528,C=CC(C)(C)c1cc2cc(OC)c(OC)cc2oc1=O,0,0,0
529,CC(=O)NO,0,0,0
530,O=C(O)CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,0,0,0
531,CCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,0,0,0
532,Nc1nc(O)nc2nc[nH]c12,0,0,0
533,O=S(=O)(O)c1cccc2ccccc12,0,0,0
534,O=C(c1ccccc1)c1ccccc1,0,0,0
535,N=C(N)NCCC[C@H](N)C(=O)O,0,0,0
536,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0,0,0
537,NCCc1cc(O)c(O)cc1O,0,0,0
538,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,0,0,0
539,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,0,0
540,CCN(CC)C(=S)SSC(=S)N(CC)CC,0,0,0
541,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0,0,0
542,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,0,0
543,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,0,0
544,COC(=O)c1cc(O)c(O)c(O)c1,0,0,0
545,CC(=O)NCCCCN,0,0,0
546,CC1=NCCc2c1[nH]c1ccccc21,0,0,0
547,C/C=C/C(C)=O,0,0,0
548,CSCC[C@H](NC=O)C(=O)O,0,0,0
549,C=C(C)C1CC=C(CO)CC1,0,0,0
550,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(C)C(O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,0,0,0
551,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,0,0,0
552,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O,0,0,0
553,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,0,0,0
554,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0,0,0
555,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,0,0,0
556,O=C(O)c1ccc(C(=O)O)o1,0,0,0
557,Nc1ccc(Cl)cc1Cl,0,0,0
558,C/C(=C\C(=O)O)CC(=O)O,0,0,0
559,Nc1ccn(C2O[C@H](CO)[C@H]3OP(=O)(O)O[C@@H]23)c(=O)n1,0,0,0
560,O=P(O)(O)OP(=O)(O)O,0,0,0
561,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,0,0,0
562,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[N+](C)(C)[O-])o1,0,0,0
563,N[C@@H](CSS(=O)(=O)O)C(=O)O,0,0,0
